Primary star name,All star names,Mass [MSun],Mass [MSun] errorminus,Mass [MSun] errorplus,Radius [RSun],Radius [RSun] errorminus,Radius [RSun] errorplus,Age [Gyr],Age [Gyr] errorminus,Age [Gyr] errorplus,Age [Gyr] lowerlimit,Age [Gyr] upperlimit,Metallicity [Fe/H],Metallicity [Fe/H] errorminus,Metallicity [Fe/H] errorplus,Temperature [K],Temperature [K] errorminus,Temperature [K] errorplus,Spectral type,Visual magnitude,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
Kepler-21 A,Kepler-21 A|KOI-975 A|KIC 3632418 A|HIP 94112|TYC 3120-963-1|SAO 67891|BD+38 3455 A|2MASS J19092683+3842505,1.340,0.010,0.010,1.860,0.020,0.020,,,,,,-0.15,0.06,0.06,6131,44,44,F6IV,8.25,0.01,0.01,Kepler-21.xml
Kepler-21 B,Kepler-21 B|KOI-975 B|KIC 3632418 A|HD 179070 B|BD+38 3455 B,0.42,0.32,0.14,,,,,,,,,,,,,,,,,,,Kepler-21.xml
Kepler-210,Kepler-210|KOI-676|KIC 7447200,0.6120,0.0230,0.0230,0.650,0.033,0.033,0.350,0.050,0.050,,,,,,4559,100,100,K,,,,Kepler-210.xml
Kepler-211,Kepler-211|KOI-678|KIC 7509886,0.9140,0.0570,0.0570,0.816,.054,0.054,,,,,,,,,5123,100,100,,,,,Kepler-211.xml
Kepler-212,Kepler-212|KOI-679|KIC 7515212,1.1660,0.0370,0.0370,1.455,.272,0.272,,,,,,,,,5852,100,100,,,,,Kepler-212.xml
Kepler-213,Kepler-213|KOI-692|KIC 8557374,0.9760,0.0400,0.0400,1.195,.223,0.223,,,,,,,,,5696,100,100,,,,,Kepler-213.xml
Kepler-214,Kepler-214|KOI-693|KIC 8738735,1.1500,0.1100,0.1100,1.352,.252,0.252,,,,,,,,,6169,100,100,,,,,Kepler-214.xml
Kepler-215,Kepler-215|KOI-700|KIC 8962094,0.9770,0.0750,0.0750,1.027,.236,0.236,,,,,,,,,5739,64,164,,,,,Kepler-215.xml
Kepler-216,Kepler-216|KOI-708|KIC 9530945,1.1290,0.0800,0.0800,1.260,.243,0.243,,,,,,,,,6091,20,120,,,,,Kepler-216.xml
Kepler-217,Kepler-217|KOI-710|KIC 9590976,1.3830,,,1.799,.256,0.256,,,,,,,,,6171,09,109,,,,,Kepler-217.xml
Kepler-218,Kepler-218|KOI-711|KIC 9597345,1.0190,0.0210,0.0210,1.063,.083,0.083,,,,,,,,,5502,4,74,,,,,Kepler-218.xml
Kepler-219,Kepler-219|KOI-718|KIC 9884104,1.1710,0.0610,0.0610,1.491,.249,0.249,,,,,,,,,5786,100,100,,,,,Kepler-219.xml
Kepler-22,Kepler-22|GSC 03546-02301|KIC 10593626|KOI-87|2MASS J19165219+4753040|UCAC3 276-148830,0.97,,,0.979,,,,,,,,,,,5510.0,,,G5,,,,Kepler-22.xml
Kepler-220,Kepler-220|KOI-719|KIC 9950612,0.7170,0.0240,0.0240,0.666,.034,0.034,,,,,,,,,4632,100,100,,,,,Kepler-220.xml
Kepler-221,Kepler-221|KOI-720|KIC 9963524,0.8160,0.0330,0.0330,0.821,.075,0.075,,,,,,,,,5243,100,100,,,,,Kepler-221.xml
Kepler-222,Kepler-222|KOI-723|KIC 10002866,0.8570,0.0500,0.0500,0.869,.380,0.380,,,,,,,,,5433,200,200,,,,,Kepler-222.xml
Kepler-223,Kepler-223|KOI-730|KIC 10227020,0.9500,0.1100,0.1100,1.017,.438,0.438,,,,,,,,,5829,200,200,,15,,,Kepler-223.xml
Kepler-224,Kepler-224|KOI-733|KIC 10271806,0.8250,0.0310,0.0310,0.676,.038,0.038,,,,,,,,,5018,100,100,,,,,Kepler-224.xml
Kepler-225,Kepler-225|KOI-736|KIC 10340423,,,,0.480,.020,0.020,,,,,,,,,3682,50,150,,,,,Kepler-225.xml
Kepler-226,Kepler-226|KOI-749|KIC 10601284,0.9120,0.0370,0.0370,0.802,.318,0.318,,,,,,,,,5571,200,200,,,,,Kepler-226.xml
Kepler-227,Kepler-227|KOI-752|KIC 10797460,0.9200,0.1100,0.1100,1.091,.547,0.547,,,,,,,,,5854,200,200,,,,,Kepler-227.xml
Kepler-228,Kepler-228|KOI-756|KIC 10872983,1.0400,0.1100,0.1100,1.014,.465,0.465,,,,,,,,,6043,200,200,,,,,Kepler-228.xml
Kepler-229,Kepler-229|KOI-757|KIC 10910878,0.7940,0.0880,0.0880,0.728,.257,0.257,,,,,,,,,5120,200,200,,,,,Kepler-229.xml
Kepler-23,Kepler-23|KOI-168|KIC 11512246,1.1900,0.1300,0.1300,1.548,0.048,0.048,,,,,,,,,5828,100,100,,,,,Kepler-23.xml
Kepler-230,Kepler-230|KOI-759|KIC 11018648,0.9180,0.0520,0.0520,0.817,.415,0.415,,,,,,,,,5588,200,200,,,,,Kepler-230.xml
Kepler-231,Kepler-231|KOI-784|KIC 12066335,0.5800,0.0140,0.0140,0.490,.021,0.021,,,,,,,,,3767,50,150,,,,,Kepler-231.xml
Kepler-232,Kepler-232|KOI-787|KIC 12366084,0.9640,0.1000,0.1000,0.968,.460,0.460,,,,,,,,,5847,200,200,,,,,Kepler-232.xml
Kepler-233,Kepler-233|KOI-790|KIC 12470844,0.8550,0.0240,0.0240,0.758,.206,0.206,,,,,,,,,5360,200,200,,,,,Kepler-233.xml
Kepler-234,Kepler-234|KOI-800|KIC 3342970,1.0900,0.1100,0.1100,1.113,.495,0.495,,,,,,,,,6224,200,200,,,,,Kepler-234.xml
Kepler-235,Kepler-235|KOI-812|KIC 4139816,0.5810,0.0180,0.0180,0.554,.021,0.021,,,,,,,,,4255,100,100,,,,,Kepler-235.xml
Kepler-236,Kepler-236|KOI-817|KIC 4725681,0.5490,0.0370,0.0370,0.510,.019,0.019,,,,,,,,,3750,50,150,,,,,Kepler-236.xml
Kepler-237,Kepler-237|KOI-825|KIC 5252423,0.6960,0.0170,0.0170,0.725,.383,0.383,,,,,,,,,4861,200,200,,,,,Kepler-237.xml
Kepler-238,Kepler-238|KOI-834|KIC 5436502,0.9700,0.3300,0.3300,1.430,.264,0.264,,,,,,,,,5751,100,100,,,,,Kepler-238.xml
Kepler-239,Kepler-239|KOI-835|KIC 5456651,0.7570,0.0190,0.0190,0.763,.044,0.044,,,,,,,,,4914,100,100,,,,,Kepler-239.xml
Kepler-24,Kepler-24|KOI-1102|KIC 3231341,1.0200,0.1900,0.1900,1.289,.291,0.291,,,,,,,,,5897,19,219,,,,,Kepler-24.xml
Kepler-240,Kepler-240|KOI-837|KIC 5531576,0.7530,0.0220,0.0220,0.739,.299,0.299,,,,,,,,,4985,200,200,,,,,Kepler-240.xml
Kepler-241,Kepler-241|KOI-842|KIC 5794379,0.6710,0.0170,0.0170,0.668,.289,0.289,,,,,,,,,4699,200,200,,,,,Kepler-241.xml
Kepler-242,Kepler-242|KOI-853|KIC 6428700,0.7200,0.0860,0.0860,0.850,.522,0.522,,,,,,,,,5020,200,200,,,,,Kepler-242.xml
Kepler-243,Kepler-243|KOI-857|KIC 6587280,0.7890,0.0700,0.0700,0.842,.398,0.398,,,,,,,,,5228,200,200,,,,,Kepler-243.xml
Kepler-244,Kepler-244|KOI-864|KIC 6849310,0.9100,0.0900,0.0900,0.803,.338,0.338,,,,,,,,,5554,200,200,,,,,Kepler-244.xml
Kepler-245,Kepler-245|KOI-869|KIC 6948054,0.7770,0.0640,0.0640,0.795,.053,0.053,,,,,,,,,5100,100,100,,,,,Kepler-245.xml
Kepler-246,Kepler-246|KOI-874|KIC 7134976,0.7590,0.0660,0.0660,0.831,.422,0.422,,,,,,,,,5206,200,200,,,,,Kepler-246.xml
Kepler-247,Kepler-247|KOI-884|KIC 7434875,0.7730,0.0430,0.0430,0.768,.214,0.214,,,,,,,,,5100,200,200,,,,,Kepler-247.xml
Kepler-248,Kepler-248|KOI-896|KIC 7825899,,,,0.831,.099,0.099,,,,,,,,,5190,61,161,,15.18,0.28,0.28,Kepler-248.xml
Kepler-249,Kepler-249|KOI-899|KIC 7907423,0.5060,0.0320,0.0320,0.482,.018,0.018,,,,,,,,,3568,50,150,,,,,Kepler-249.xml
Kepler-25,Kepler-25|KOI-244|KIC 4349452,1.26,0.03,0.03,1.34,0.01,0.01,2.750,0.300,0.300,,,0.11,0.03,0.03,6354,27,27,F,10.77,0.06,0.06,Kepler-25.xml
Kepler-250,Kepler-250|KOI-906|KIC 8226994,0.7530,0.0850,0.0850,0.805,.462,0.462,,,,,,,,,5160,200,200,,,,,Kepler-250.xml
Kepler-251,Kepler-251|KOI-907|KIC 8247638,0.9600,0.1100,0.1100,0.890,.155,0.155,,,,,,,,,5526,100,100,,,,,Kepler-251.xml
Kepler-252,Kepler-252|KOI-912|KIC 8505670,0.6100,0.0150,0.0150,0.549,.032,0.032,,,,,,,,,4208,50,150,,,,,Kepler-252.xml
Kepler-253,Kepler-253|KOI-921|KIC 8689373,0.8080,0.0910,0.0910,0.786,.322,0.322,,,,,,,,,5208,200,200,,,,,Kepler-253.xml
Kepler-254,Kepler-254|KOI-934|KIC 9334289,1.0210,0.0590,0.0590,0.910,.433,0.433,,,,,,,,,5957,200,200,,,,,Kepler-254.xml
Kepler-255,Kepler-255|KOI-938|KIC 9415172,0.8780,0.0650,0.0650,0.933,.368,0.368,,,,,,,,,5573,200,200,,,,,Kepler-255.xml
Kepler-256,Kepler-256|KOI-939|KIC 9466668,1.0000,0.1100,0.1100,1.301,.316,0.316,,,,,,,,,5551,11,111,,,,,Kepler-256.xml
Kepler-257,Kepler-257|KOI-941|KIC 9480189,0.7400,0.1400,0.1400,1.037,.518,0.518,,,,,,,,,5180,200,200,,,,,Kepler-257.xml
Kepler-258,Kepler-258|KOI-951|KIC 9775938,0.7000,0.1100,0.1100,0.915,.611,0.611,,,,,,,,,4942,200,200,,,,,Kepler-258.xml
Kepler-259,Kepler-259|KOI-954|KIC 9823457,1.0150,0.0690,0.0690,0.898,.435,0.435,,,,,,,,,5938,200,200,,,,,Kepler-259.xml
Kepler-26,Kepler-26|KOI-250|KIC 9757613,0.6340,0.0270,0.0270,0.571,.027,0.027,,,,,,,,,4486,16,116,,,,,Kepler-26.xml
Kepler-260,Kepler-260|KOI-986|KIC 2854698,0.9000,0.1000,0.1000,0.862,.233,0.233,,,,,,,,,5250,57,257,,,,,Kepler-260.xml
Kepler-261,Kepler-261|KOI-988|KIC 2302548,0.8760,0.0300,0.0300,0.794,.050,0.050,,,,,,,,,5098,100,100,,,,,Kepler-261.xml
Kepler-262,Kepler-262|KOI-993|KIC 1718189,,,,0.881,.361,0.361,,,,,,,,,5841,200,200,,,,,Kepler-262.xml
Kepler-263,Kepler-263|KOI-999|KIC 2165002,0.8010,0.0370,0.0370,0.785,.427,0.427,,,,,,,,,5265,200,200,,,,,Kepler-263.xml
Kepler-264,Kepler-264|KOI-1001|KIC 1871056,1.3700,0.1500,0.1500,1.550,.314,0.314,,,,,,,,,6158,100,100,,,,,Kepler-264.xml
Kepler-265,Kepler-265|KOI-1052|KIC 5956342,1.1500,0.1100,0.1100,1.103,.228,0.228,,,,,,,,,5835,18,118,,,,,Kepler-265.xml
Kepler-266,Kepler-266|KOI-1070|KIC 8240904,1.0600,0.3000,0.3000,1.028,.498,0.498,,,,,,,,,5885,50,250,,,,,Kepler-266.xml
Kepler-267,Kepler-267|KOI-1078|KIC 10166274,0.5520,0.0380,0.0380,0.555,.021,0.021,,,,,,,,,4258,100,100,,,,,Kepler-267.xml
Kepler-268,Kepler-268|KOI-1113|KIC 2854914,1.1300,0.1200,0.1200,1.274,.234,0.234,,,,,,,,,6081,100,100,,,,,Kepler-268.xml
Kepler-269,Kepler-269|KOI-1127|KIC 6359320,1.0400,0.3000,0.3000,0.959,.429,0.429,,,,,,,,,5847,50,250,,,,,Kepler-269.xml
Kepler-27,Kepler-27|KOI-841|KIC 5792202,0.65,,,0.59,,,,,,,,0.41,,,5400.0,,,,,,,Kepler-27.xml
Kepler-270,Kepler-270|KOI-1148|KIC 8410727,1.1700,0.1400,0.1400,1.461,.284,0.284,,,,,,,,,6067,100,100,,,,,Kepler-270.xml
Kepler-271,Kepler-271|KOI-1151|KIC 8280511,,,,0.880,.158,0.158,,,,,,,,,5524,100,100,,,,,Kepler-271.xml
Kepler-272,Kepler-272|KOI-1161|KIC 10426656,0.7900,0.1700,0.1700,0.929,.497,0.497,,,,,,,,,5297,200,200,,,,,Kepler-272.xml
Kepler-273,Kepler-273|KOI-1163|KIC 10468940,0.9160,0.0600,0.0600,0.815,.464,0.464,,,,,,,,,5626,200,200,,,,,Kepler-273.xml
Kepler-274,Kepler-274|KOI-1196|KIC 3348082,,,,1.007,.541,0.541,,,,,,,,,6023,200,200,,,,,Kepler-274.xml
Kepler-275,Kepler-275|KOI-1198|KIC 3447722,1.1980,0.0700,0.0700,1.383,.258,0.258,,,,,,,,,6165,100,100,,,,,Kepler-275.xml
Kepler-276,Kepler-276|KOI-1203|KIC 3962243,1.0500,0.1300,0.1300,1.046,.485,0.485,,,,,,,,,6105,200,200,,,,,Kepler-276.xml
Kepler-277,Kepler-277|KOI-1215|KIC 3939150,1.19,0.37,0.49,1.65,.22,0.22,5.0000,1.0000,1.0000,,,,,,5946.00,56.00,56.00,,,,,Kepler-277.xml
Kepler-278,Kepler-278|KOI-1221|KIC 3640905,1.0790,0.0690,0.0690,2.935,0.066,0.066,,,,,,0.28,0.10,0.10,4991,75,75,,11.81,0.14,0.14,Kepler-278.xml
Kepler-279,Kepler-279|KOI-1236|KIC 6677841,1.3100,0.1400,0.1400,1.746,.315,0.315,,,,,,,,,6363,59,259,,,,,Kepler-279.xml
Kepler-28,Kepler-28|KOI-870|KIC 6949607,0.75,,,0.70,,,,,,,,0.34,,,4590.0,,,K4V,,,,Kepler-28.xml
Kepler-280,Kepler-280|KOI-1240|KIC 6690082,0.9570,0.0560,0.0560,0.886,.426,0.426,,,,,,,,,5744,200,200,,,,,Kepler-280.xml
Kepler-281,Kepler-281|KOI-1258|KIC 8630788,0.9430,0.0920,0.0920,0.899,.347,0.347,,,,,,,,,5723,200,200,,,,,Kepler-281.xml
Kepler-282,Kepler-282|KOI-1278|KIC 8609450,1.0820,0.0900,0.0900,0.904,.215,0.215,,,,,,,,,5602,55,155,,,,,Kepler-282.xml
Kepler-283,Kepler-283|KOI-1298|KIC 10604335,0.5960,0.0150,0.0150,0.566,.024,0.024,,,,,,,,,4351,100,100,,,,,Kepler-283.xml
Kepler-284,Kepler-284|KOI-1301|KIC 10538176,0.9230,0.0420,0.0420,0.814,.356,0.356,,,,,,,,,5615,200,200,,,,,Kepler-284.xml
Kepler-285,Kepler-285|KOI-1305|KIC 10730034,0.8650,0.0600,0.0600,0.808,.348,0.348,,,,,,,,,5411,200,200,,,,,Kepler-285.xml
Kepler-286,Kepler-286|KOI-1306|KIC 10858691,1.0300,0.1000,0.1000,0.863,.167,0.167,,,,,,,,,5580,31,131,,,,,Kepler-286.xml
Kepler-287,Kepler-287|KOI-1307|KIC 10973814,0.9300,0.0950,0.0950,1.032,.466,0.466,,,,,,,,,5806,200,200,,,,,Kepler-287.xml
Kepler-288,Kepler-288|KOI-1332|KIC 4455231,1.0800,0.3000,0.3000,1.091,.518,0.518,,,,,,,,,5918,50,250,,,,,Kepler-288.xml
Kepler-289,Kepler-289|KOI-1353|KIC 7303287|PH3,1.08,0.02,0.02,1.00,0.02,0.02,,,,,,0.05,0.04,0.04,5990,38,38,,,,,Kepler-289.xml
Kepler-29,Kepler-29|KOI-738|KIC 10358759,1.0,,,0.96,,,,,,,,,,,5750.0,,,G5V,,,,Kepler-29.xml
Kepler-290,Kepler-290|KOI-1360|KIC 7102227,0.7980,0.0340,0.0340,0.743,.382,0.382,,,,,,,,,5147,200,200,,,,,Kepler-290.xml
Kepler-291,Kepler-291|KOI-1363|KIC 6936909,1.0100,0.1000,0.1000,1.016,.441,0.441,,,,,,,,,6002,200,200,,,,,Kepler-291.xml
Kepler-292,Kepler-292|KOI-1364|KIC 6962977,0.8340,0.0780,0.0780,0.826,.073,0.073,,,,,,,,,5299,100,100,,,,,Kepler-292.xml
Kepler-293,Kepler-293|KOI-1366|KIC 6932987,0.9530,0.0630,0.0630,0.957,.398,0.398,,,,,,,,,5804,200,200,,,,,Kepler-293.xml
Kepler-294,Kepler-294|KOI-1396|KIC 9455556,0.9940,0.0980,0.0980,0.976,.455,0.455,,,,,,,,,5913,200,200,,,,,Kepler-294.xml
Kepler-295,Kepler-295|KOI-1413|KIC 9006449,0.8850,0.0520,0.0520,0.898,.473,0.473,,,,,,,,,5603,200,200,,,,,Kepler-295.xml
Kepler-296 A,Kepler-296 A|KOI-1422 A|KIC 11497958 A|2MASS J19060960+4926143 A,0.498,0.087,0.067,0.480,0.087,0.066,,,,,,-0.08,0.30,0.28,3740,130,130,M2V,,,,Kepler-296.xml
Kepler-296 B,Kepler-296 B|KOI-1422 B|KIC 11497958 B|2MASS J19060960+4926143 B,0.326,0.079,0.070,0.322,0.068,0.060,,,,,,-0.08,0.30,0.28,3440,75,75,,,,,Kepler-296.xml
Kepler-297,Kepler-297|KOI-1426|KIC 11122894,1.04,0.12,0.20,1.04,0.10,0.48,,,,,,-0.12,0.30,0.22,6150,193,151,,,,,Kepler-297.xml
Kepler-298,Kepler-298|KOI-1430|KIC 11176127,0.6600,0.0150,0.0150,0.582,.025,0.025,,,,,,,,,4465,100,100,,,,,Kepler-298.xml
Kepler-299,Kepler-299|KOI-1432|KIC 11014932,1.0010,0.0680,0.0680,1.032,.208,0.208,,,,,,,,,5617,12,112,,,,,Kepler-299.xml
Kepler-300,Kepler-300|KOI-1435|KIC 11037335,1.0350,0.0840,0.0840,0.900,.410,0.410,,,,,,,,,5986,200,200,,,,,Kepler-300.xml
Kepler-301,Kepler-301|KOI-1436|KIC 11389771,0.9700,0.1100,0.1100,0.900,.481,0.481,,,,,,,,,5815,200,200,,,,,Kepler-301.xml
Kepler-302,Kepler-302|KOI-1486|KIC 7898352,1.0210,0.0850,0.0850,1.220,.249,0.249,,,,,,,,,5740,07,107,,,,,Kepler-302.xml
Kepler-303,Kepler-303|KOI-1515|KIC 7871954,0.5750,0.0160,0.0160,0.485,.025,0.025,,,,,,,,,3944,50,150,,,,,Kepler-303.xml
Kepler-304,Kepler-304|KOI-1557|KIC 5371776,0.6870,0.0450,0.0450,0.687,.037,0.037,,,,,,,,,4731,100,100,,,,,Kepler-304.xml
Kepler-305,Kepler-305|KOI-1563|KIC 5219234,0.9000,0.3000,0.3000,0.794,.050,0.050,,,,,,,,,5100,100,100,,,,,Kepler-305.xml
Kepler-306,Kepler-306|KOI-1567|KIC 5438099,0.9300,0.3000,0.3000,0.719,.041,0.041,,,,,,,,,4954,100,100,,,,,Kepler-306.xml
Kepler-307,Kepler-307|KOI-1576|KIC 5299459,0.78,0.55,1.36,1.03,.42,0.42,13.5000,3.6000,3.6000,,,,,,5577.00,105.00,105.00,,,,,Kepler-307.xml
Kepler-308,Kepler-308|KOI-1593|KIC 5289854,0.9970,0.0900,0.0900,0.941,.452,0.452,,,,,,,,,5895,200,200,,,,,Kepler-308.xml
Kepler-309,Kepler-309|KOI-1596|KIC 10027323,0.6660,0.0210,0.0210,0.721,.040,0.040,,,,,,,,,4713,100,100,,,,,Kepler-309.xml
Kepler-31,Kepler-31|KOI-935|KIC 9347899,1.2080,0.0870,0.0870,1.306,.302,0.302,,,,,,,,,6034,68,168,,,,,Kepler-31.xml
Kepler-310,Kepler-310|KOI-1598|KIC 10004738,0.9700,0.1300,0.1300,0.876,.406,0.406,,,,,,,,,5797,200,200,,,,,Kepler-310.xml
Kepler-311,Kepler-311|KOI-1608|KIC 10055126,,,,1.188,.230,0.230,,,,,,,,,5905,31,131,,,,,Kepler-311.xml
Kepler-312,Kepler-312|KOI-1628|KIC 6975129,,,,1.467,.283,0.283,,,,,,,,,6115,100,100,,,,,Kepler-312.xml
Kepler-313,Kepler-313|KOI-1647|KIC 11153121,0.9600,0.1200,0.1200,1.536,.162,0.162,,,,,,,,,5727,100,100,,,,,Kepler-313.xml
Kepler-314,Kepler-314|KOI-1692|KIC 6616218,1.0240,0.0210,0.0210,0.950,.135,0.135,,,,,,,,,5378,100,100,,,,,Kepler-314.xml
Kepler-315,Kepler-315|KOI-1707|KIC 7703955,,,,1.037,.202,0.202,,,,,,,,,5796,08,108,,,,,Kepler-315.xml
Kepler-316,Kepler-316|KOI-1713|KIC 8230616,0.5870,0.0140,0.0140,0.520,.052,0.052,,,,,,,,,4204,200,200,,,,,Kepler-316.xml
Kepler-317,Kepler-317|KOI-1760|KIC 3967760,0.8160,0.0810,0.0810,0.941,.429,0.429,,,,,,,,,5497,200,200,,,,,Kepler-317.xml
Kepler-318,Kepler-318|KOI-1779|KIC 9909735,0.9800,0.1300,0.1300,1.189,.210,0.210,,,,,,,,,5746,100,100,,,,,Kepler-318.xml
Kepler-319,Kepler-319|KOI-1805|KIC 4644952,0.9600,0.1100,0.1100,0.903,.125,0.125,,,,,,,,,5526,100,100,,,,,Kepler-319.xml
Kepler-32,Kepler-32|KOI-952|KIC 9787239,0.58,,,0.53,,,,,,,,,,,3900.0,,,,,,,Kepler-32.xml
Kepler-320,Kepler-320|KOI-1806|KIC 9529744,1.1800,0.1200,0.1200,1.108,.519,0.519,,,,,,,,,6435,200,200,,,,,Kepler-320.xml
Kepler-321,Kepler-321|KOI-1809|KIC 8240797,0.8980,,,1.194,.230,0.230,,,,,,,,,5740,100,100,,,,,Kepler-321.xml
Kepler-322,Kepler-322|KOI-1820|KIC 8277797,0.9000,0.1100,0.1100,0.890,.096,0.096,,,,,,,,,5388,100,100,,,,,Kepler-322.xml
Kepler-323,Kepler-323|KOI-1824|KIC 2989404,1.1600,0.1300,0.1300,1.178,.228,0.228,,,,,,,,,5987,50,150,,,,,Kepler-323.xml
Kepler-324,Kepler-324|KOI-1831|KIC 11601584,0.8500,0.1500,0.1500,0.840,.072,0.072,,,,,,,,,5194,100,100,,,,,Kepler-324.xml
Kepler-325,Kepler-325|KOI-1832|KIC 11709244,0.9180,0.0650,0.0650,1.003,.497,0.497,,,,,,,,,5752,200,200,,,,,Kepler-325.xml
Kepler-326,Kepler-326|KOI-1835|KIC 9471268,0.9140,0.0680,0.0680,0.801,.052,0.052,,,,,,,,,5105,100,100,,,,,Kepler-326.xml
Kepler-327,Kepler-327|KOI-1867|KIC 8167996,0.5470,0.0350,0.0350,0.492,.016,0.016,,,,,,,,,3799,100,100,,,,,Kepler-327.xml
Kepler-329,Kepler-329|KOI-1874|KIC 8978528,0.6020,0.0140,0.0140,0.523,.052,0.052,,,,,,,,,4257,200,200,,,,,Kepler-329.xml
Kepler-33,Kepler-33|KOI-707|KIC 9458613,1.291,0.121,0.063,1.82,0.18,0.14,4.27,1.03,0.74,,,0.0250,0.0019,0.0019,5904.0,47,47,,13.74,0.28,0.28,Kepler-33.xml
Kepler-330,Kepler-330|KOI-1891|KIC 8680979,0.7920,0.0310,0.0310,0.722,.267,0.267,,,,,,,,,5117,200,200,,,,,Kepler-330.xml
Kepler-331,Kepler-331|KOI-1895|KIC 4263293,0.6530,0.0140,0.0140,0.492,.047,0.047,,,,,,,,,4347,200,200,,,,,Kepler-331.xml
Kepler-332,Kepler-332|KOI-1905|KIC 10328393,,,,0.720,.041,0.041,,,,,,,,,4955,100,100,,,,,Kepler-332.xml
Kepler-333,Kepler-333|KOI-1908|KIC 5706966,0.6010,0.0150,0.0150,0.534,.054,0.054,,,,,,,,,4259,200,200,,,,,Kepler-333.xml
Kepler-334,Kepler-334|KOI-1909|KIC 10130039,1.0600,0.1500,0.1500,1.068,.194,0.194,,,,,,,,,5828,100,100,,,,,Kepler-334.xml
Kepler-335,Kepler-335|KOI-1915|KIC 9101496,,,,1.854,.350,0.350,,,,,,,,,5877,12,112,,,,,Kepler-335.xml
Kepler-336,Kepler-336|KOI-1916|KIC 6037581,1.0570,0.0600,0.0600,1.304,.230,0.230,,,,,,,,,5867,100,100,,,,,Kepler-336.xml
Kepler-337,Kepler-337|KOI-1929|KIC 10136549,1.0210,0.0960,0.0960,1.761,.485,0.485,,,,,,,,,5684,75,175,,,,,Kepler-337.xml
Kepler-338,Kepler-338|KOI-1930|KIC 5511081,1.1010,0.0720,0.0720,1.735,0.082,0.082,,,,,,-0.07,0.10,0.10,5923,77,77,,12.19,0.19,0.19,Kepler-338.xml
Kepler-339,Kepler-339|KOI-1931|KIC 10978763,0.9340,0.0370,0.0370,0.802,.362,0.362,,,,,,,,,5631,200,200,,,,,Kepler-339.xml
Kepler-34 A,Kepler-34 A|KIC 8572936 A|KOI-2459 A,1.0479,,,1.1618,,,,,,,,,,,,,,,,,,Kepler-34.xml
Kepler-34 B,Kepler-34 B|KIC 8572936 B|KOI-2459 B|KOI-2459.01,1.0208,,,1.0927,,,,,,,,,,,,,,,,,,Kepler-34.xml
Kepler-340,Kepler-340|KOI-1932|KIC 5202905,,,,1.850,.416,0.416,,,,,,,,,6620,76,376,,,,,Kepler-340.xml
Kepler-341,Kepler-341|KOI-1952|KIC 7747425,1.0120,0.0830,0.0830,1.024,.519,0.519,,,,,,,,,6012,200,200,,,,,Kepler-341.xml
Kepler-342,Kepler-342|KOI-1955|KIC 9892816,,,,1.472,.257,0.257,,,,,,,,,6175,100,100,,,,,Kepler-342.xml
Kepler-343,Kepler-343|KOI-1960|KIC 6949061,,,,1.433,.261,0.261,,,,,,,,,5807,100,100,,,,,Kepler-343.xml
Kepler-344,Kepler-344|KOI-1970|KIC 9650808,0.9300,0.2000,0.2000,0.976,.454,0.454,,,,,,,,,5774,200,200,,,,,Kepler-344.xml
Kepler-345,Kepler-345|KOI-1977|KIC 9412760,0.6100,0.0140,0.0140,0.623,.029,0.029,,,,,,,,,4504,100,100,,,,,Kepler-345.xml
Kepler-346,Kepler-346|KOI-1978|KIC 9518318,1.0200,0.1200,0.1200,1.021,.476,0.476,,,,,,,,,6033,200,200,,,,,Kepler-346.xml
Kepler-347,Kepler-347|KOI-1992|KIC 11450414,,,,1.005,.464,0.464,,,,,,,,,6088,200,200,,,,,Kepler-347.xml
Kepler-348,Kepler-348|KOI-2011|KIC 5384079,,,,1.359,.251,0.251,,,,,,,,,6177,100,100,,,,,Kepler-348.xml
Kepler-349,Kepler-349|KOI-2022|KIC 8564674,1.0170,0.0500,0.0500,0.927,.349,0.349,,,,,,,,,5956,200,200,,,,,Kepler-349.xml
Kepler-35 A,Kepler-35 A|KIC 9837578 A|KOI-2937 A,0.89,,,1.02,,,,,,,,,,,,,,,,,,Kepler-35.xml
Kepler-35 B,Kepler-35 B|KIC 9837578 B|KOI-2937 B|KOI-2937.01,0.81,,,0.7861,,,,,,,,,,,,,,,,,,Kepler-35.xml
Kepler-350,Kepler-350|KOI-2025|KIC 4636578,1.1300,0.1200,0.1200,1.534,.306,0.306,,,,,,,,,6186,100,100,,,,,Kepler-350.xml
Kepler-351,Kepler-351|KOI-2028|KIC 7102316,,,,0.854,.414,0.414,,,,,,,,,5643,200,200,,,,,Kepler-351.xml
Kepler-352,Kepler-352|KOI-2029|KIC 9489524,,,,0.781,.053,0.053,,,,,,,,,5212,100,100,,,,,Kepler-352.xml
Kepler-353,Kepler-353|KOI-2036|KIC 6382217,0.5530,0.0100,0.0100,0.504,.016,0.016,,,,,,,,,3903,100,100,,,,,Kepler-353.xml
Kepler-354,Kepler-354|KOI-2045|KIC 6026438,,,,0.674,.210,0.210,,,,,,,,,4648,200,200,,,,,Kepler-354.xml
Kepler-355,Kepler-355|KOI-2051|KIC 7265298,1.0900,0.3000,0.3000,1.066,.478,0.478,,,,,,,,,6184,50,250,,,,,Kepler-355.xml
